 Al Density=2.699
 Energy(eV), Delta, Beta 
  1606.11951  0.000152262714  6.44448446E-05
  1606.74475  0.000152443696  6.43605599E-05
  1607.36987  0.000152624387  6.42764135E-05
  1607.99536  0.000152804307  6.4192398E-05
  1608.62122  0.000152984547  6.41084043E-05
  1609.24731  0.000153164074  6.40245635E-05
  1609.87341  0.000153342888  6.39408972E-05
  1610.5  0.000153521658  6.38572747E-05
  1611.12683  0.000153700428  6.37737103E-05
  1611.75391  0.000153878456  6.36903133E-05
  1612.38098  0.000154055786  6.36070763E-05
  1613.00854  0.000154233072  6.35238976E-05
  1613.63623  0.000154410023  6.34408279E-05
  1614.26428  0.000154586582  6.33578529E-05
  1614.89246  0.000154762776  6.32750089E-05
  1615.521  0.000154938607  6.31922594E-05
  1616.14966  0.000155114089  6.31096191E-05
  1616.77844  0.000155289206  6.30271024E-05
  1617.40771  0.000155463931  6.29446804E-05
  1618.03723  0.000155592337  6.28623602E-05
  1618.66687  0.000155662055  6.2780171E-05
  1619.29675  0.000155731585  6.26980909E-05
  1619.92688  0.00015580091  6.261612E-05
  1620.5575  0.000155869988  6.25342291E-05
  1621.18799  0.000155938906  6.24524837E-05
  1621.81897  0.000156007605  6.23708183E-05
  1622.4502  0.000156076101  6.22892694E-05
  1623.08154  0.000156144408  6.22078223E-05
  1623.71326  0.000156212496  6.21264917E-05
  1624.34509  0.00015628041  6.20452556E-05
  1624.97729  0.000156348106  6.19641287E-05
  1625.60962  0.000156415612  6.18831109E-05
  1626.24219  0.000156482944  6.18022095E-05
  1626.875  0.000156550042  6.172141E-05
  1627.50818  0.000156616923  6.16406978E-05
  1628.1416  0.000156683629  6.1560102E-05
  1628.77527  0.000156750131  6.14796081E-05
  1629.40918  0.000156816415  6.13992161E-05
  1630.04309  0.000156882568  6.1318955E-05
  1630.67749  0.000156948474  6.12387812E-05
  1631.31226  0.000157014161  6.11586875E-05
  1631.94702  0.000157079689  6.10787392E-05
  1632.58203  0.000157145027  6.0998882E-05
  1633.21741  0.000157210146  6.09191266E-05
  1633.85303  0.000157275077  6.0839473E-05
  1634.48889  0.000157339789  6.07599286E-05
  1635.125  0.000157404327  6.06804788E-05
  1635.76123  0.00015746869  6.06011454E-05
  1636.39795  0.000157532806  6.05218956E-05
  1637.03467  0.000157596762  6.0442766E-05
  1637.67188  0.000157660499  6.03637345E-05
  1638.3092  0.000157724062  6.02848049E-05
  1638.94678  0.000157787435  6.02059845E-05
  1639.58459  0.000157850605  6.01272695E-05
  1640.22266  0.000157913571  6.00486528E-05
  1640.86084  0.000157976392  5.99701489E-05
  1641.49951  0.000158038965  5.98917322E-05
  1642.13818  0.00015810116  5.9813472E-05
  1642.77747  0.000158163544  5.97352082E-05
  1643.41663  0.000158225375  5.9657159E-05
  1644.05615  0.00015827718  5.95791571E-05
  1644.69604  0.000158291776  5.95011988E-05
  1645.33606  0.000158305949  5.94234334E-05
  1645.97644  0.000158320312  5.93456862E-05
  1646.61694  0.000158334253  5.92681317E-05
  1647.25781  0.000158348208  5.9190621E-05
  1647.89893  0.000158362222  5.91131793E-05
  1648.54004  0.000158375828  5.90359268E-05
  1649.18164  0.000158389448  5.89587289E-05
  1649.82349  0.000158402952  5.88816292E-05
  1650.46545  0.00015841634  5.88046314E-05
  1651.10791  0.000158429597  5.87277282E-05
  1651.75037  0.000158442766  5.86509414E-05
  1652.39331  0.00015845579  5.85742382E-05
  1653.03638  0.000158468712  5.84976442E-05
  1653.67957  0.000158481533  5.84211557E-05
  1654.32312  0.000158494222  5.83447581E-05
  1654.96692  0.000158506809  5.82684697E-05
  1655.61096  0.000158519266  5.81922759E-05
  1656.25537  0.000158531591  5.81161694E-05
  1656.8999  0.000158543844  5.80401756E-05
  1657.54456  0.00015855598  5.79642947E-05
  1658.1897  0.000158567957  5.78884901E-05
  1658.83508  0.000158579831  5.78127874E-05
  1659.48059  0.000158591618  5.77371902E-05
  1660.12646  0.000158603259  5.76616876E-05
  1660.77246  0.000158614814  5.75862905E-05
  1661.41882  0.000158626237  5.7510988E-05
  1662.06543  0.000158637544  5.743578E-05
  1662.71216  0.000158648763  5.73606776E-05
  1663.35938  0.000158659823  5.72856661E-05
  1664.00659  0.000158670824  5.72107601E-05
  1664.65405  0.000158681709  5.71359524E-05
  1665.302  0.000158692434  5.70612356E-05
  1665.94995  0.000158703086  5.69866243E-05
  1666.59839  0.000158713592  5.69121003E-05
  1667.24695  0.000158724011  5.68376781E-05
  1667.89587  0.000158734299  5.67633506E-05
  1668.54492  0.000158744486  5.66891249E-05
  1669.19421  0.00015875457  5.66150047E-05
  1669.84375  0.000158764553  5.65409719E-05
  1670.49365  0.00015877439  5.64670299E-05
  1671.14368  0.00015875799  5.63932008E-05
  1671.79407  0.000158740862  5.6319459E-05
  1672.4447  0.000158723677  5.62458154E-05
  1673.09558  0.000158706403  5.617227E-05
  1673.7467  0.000158689058  5.60988119E-05
  1674.39819  0.000158671639  5.60254521E-05
  1675.04968  0.000158654191  5.5952205E-05
  1675.70154  0.000158636656  5.5879038E-05
  1676.35364  0.000158619048  5.58059692E-05
  1677.00598  0.000158601237  5.57330386E-05
  1677.65869  0.000158583629  5.5660119E-05
  1678.31165  0.000158565788  5.55873376E-05
  1678.96472  0.000158547788  5.55146908E-05
  1679.61804  0.000158529845  5.54421094E-05
  1680.27173  0.000158511815  5.53696082E-05
  1680.92566  0.000158493727  5.52972015E-05
  1681.57983  0.000158475581  5.52248894E-05
  1682.23425  0.000158457347  5.51526791E-05
  1682.88904  0.000158439172  5.50805198E-05
  1683.54382  0.000158420706  5.50085388E-05
  1684.1991  0.000158402268  5.4936605E-05
  1684.85449  0.000158383773  5.48647804E-05
  1685.51025  0.000158365205  5.47930249E-05
  1686.16614  0.000158346578  5.47213858E-05
  1686.82227  0.000158327908  5.46498377E-05
  1687.47876  0.000158309151  5.45783732E-05
  1688.13538  0.000158290335  5.45070106E-05
  1688.79236  0.000158271432  5.4435739E-05
  1689.44958  0.000158252471  5.43645547E-05
  1690.10706  0.000158233452  5.42934722E-05
  1690.76489  0.000158214345  5.42224734E-05
  1691.42285  0.00015819518  5.41515692E-05
  1692.08118  0.000158175942  5.40807596E-05
  1692.7395  0.000158156705  5.40100591E-05
  1693.39844  0.000158137307  5.39394205E-05
  1694.05725  0.000158117924  5.38689019E-05
  1694.71655  0.000158098424  5.37984524E-05
  1695.3761  0.000158078881  5.37281121E-05
  1696.03601  0.000158059236  5.36578482E-05
  1696.69592  0.000158039562  5.35876861E-05
  1697.35632  0.0001580198  5.3517615E-05
  1698.01685  0.00015798783  5.34476349E-05
  1698.67761  0.00015795145  5.33777529E-05
  1699.33862  0.000157915041  5.33079547E-05
  1700.  0.00015787856  5.32382401E-05
  1708.56824  0.00015740392  5.23457056E-05
  1732.38477  0.000155937581  4.99485031E-05
  1756.53333  0.000154104084  4.76241185E-05
  1781.01831  0.000151965578  4.53938483E-05
  1805.84485  0.000149585976  4.32563102E-05
  1831.01721  0.000147054918  4.12191876E-05
  1856.54065  0.00014441408  3.92780785E-05
  1882.41992  0.000141693861  3.74282681E-05
  1908.65979  0.000138917821  3.56655692E-05
  1935.2655  0.000136105344  3.39861399E-05
  1962.24194  0.000133272741  3.23858767E-05
  1989.59473  0.000130422835  3.0860796E-05
  2017.32861  0.000127587336  2.94220172E-05
  2045.44897  0.000124777493  2.80253898E-05
  2073.96143  0.000121978061  2.6681857E-05
  2102.87134  0.000119191725  2.53988819E-05
  2132.18433  0.000116431125  2.41749822E-05
  2161.90576  0.000113700487  2.30079859E-05
  2192.0415  0.000111001333  2.18933146E-05
  2222.59741  0.000108336717  2.08310321E-05
  2253.57935  0.000105712039  1.98179841E-05
  2284.99292  0.000103128848  1.88522827E-05
  2316.84448  0.000100588921  1.79319431E-05
  2349.13989  9.80935292E-05  1.70547846E-05
  2381.8855  9.56432414E-05  1.62186516E-05
  2415.08789  9.32392068E-05  1.54223271E-05
  2448.75293  9.08800648E-05  1.46637067E-05
  2482.88721  8.85684713E-05  1.39405611E-05
  2517.49707  8.63043169E-05  1.32520527E-05
  2552.58984  8.40873981E-05  1.25965671E-05
  2588.17163  8.19178458E-05  1.1972541E-05
  2624.24927  7.97958637E-05  1.13785536E-05
  2660.82983  7.77210298E-05  1.08129643E-05
  2697.92041  7.56917652E-05  1.02748709E-05
  2735.52783  7.37084047E-05  9.76239971E-06
  2773.65967  7.17709117E-05  9.27485871E-06
  2812.323  6.9878799E-05  8.81109099E-06
  2851.52539  6.80313169E-05  8.36991148E-06
  2891.27393  6.62277889E-05  7.95022152E-06
  2931.57666  6.44678003E-05  7.55104929E-06
  2972.44141  6.2749983E-05  7.17131388E-06
  3013.87549  6.10739953E-05  6.81033544E-06
  3055.88745  5.94394842E-05  6.46703074E-06
  3098.48486  5.7845562E-05  6.14060718E-06
  3141.67603  5.62914756E-05  5.83032306E-06
  3185.46924  5.47764539E-05  5.53540713E-06
  3229.8728  5.32996746E-05  5.25507221E-06
  3274.89575  5.1860603E-05  4.98865029E-06
  3320.54614  5.04579184E-05  4.735326E-06
  3366.83252  4.90913008E-05  4.49466552E-06
  3413.7644  4.77598842E-05  4.26603083E-06
  3461.35059  4.64629484E-05  4.04880575E-06
  3509.59961  4.51997767E-05  3.84241503E-06
  3558.52148  4.39695505E-05  3.64632001E-06
  3608.12549  4.27716404E-05  3.46009006E-06
  3658.4209  4.16050352E-05  3.28316582E-06
  3709.41724  4.04691564E-05  3.11512349E-06
  3761.12451  3.93633964E-05  2.95554446E-06
  3813.55249  3.82868966E-05  2.804019E-06
  3866.71143  3.72389914E-05  2.66014035E-06
  3920.61133  3.62191386E-05  2.52351788E-06
  3975.26221  3.52264688E-05  2.39382894E-06
  4030.67554  3.42603525E-05  2.2706397E-06
  4086.86084  3.33201788E-05  2.15371392E-06
  4143.82959  3.24052744E-05  2.04271623E-06
  4201.59229  3.15149773E-05  1.93735877E-06
  4260.16016  3.06487236E-05  1.83736915E-06
  4319.54443  2.98059585E-05  1.74247202E-06
  4379.75635  2.89860327E-05  1.65239453E-06
  4440.80811  2.81881585E-05  1.56691488E-06
  4502.71045  2.74120866E-05  1.48579682E-06
  4565.47559  2.66571042E-05  1.40879831E-06
  4629.11572  2.59226344E-05  1.33575804E-06
  4693.64355  2.520819E-05  1.26646432E-06
  4759.07031  2.45133069E-05  1.20071252E-06
  4825.40918  2.38374269E-05  1.13832982E-06
  4892.67285  2.31799222E-05  1.07917162E-06
  4960.87402  2.25405493E-05  1.02302147E-06
  5030.02588  2.19185822E-05  9.69769189E-07
  5100.14209  2.13137191E-05  9.19263982E-07
  5171.23486  2.07254889E-05  8.71349187E-07
  5243.31885  2.01533785E-05  8.25899519E-07
  5316.4082  1.9596946E-05  7.82807263E-07
  5390.51611  1.90557803E-05  7.41941847E-07
  5465.65723  1.85296703E-05  7.03188618E-07
  5541.84521  1.80179886E-05  6.66414792E-07
  5619.09521  1.75203404E-05  6.31561136E-07
  5697.42285  1.70363983E-05  5.98521183E-07
  5776.8418  1.65658621E-05  5.6719125E-07
  5857.36768  1.61083663E-05  5.37484993E-07
  5939.01611  1.56634214E-05  5.09319193E-07
  6021.80273  1.52307666E-05  4.82591474E-07
  6105.74316  1.48100598E-05  4.5728504E-07
  6190.85449  1.440097E-05  4.33277251E-07
  6277.15186  1.40031798E-05  4.10516463E-07
  6364.65137  1.36163799E-05  3.88944017E-07
  6453.37158  1.32402811E-05  3.68494966E-07
  6543.32812  1.28746251E-05  3.49113293E-07
  6634.53809  1.25189927E-05  3.30740789E-07
  6727.02051  1.21732564E-05  3.1332965E-07
  6820.7915  1.18371318E-05  2.96824652E-07
  6915.86914  1.15102594E-05  2.81183759E-07
  7012.27295  1.11924155E-05  2.66361127E-07
  7110.02002  1.08834083E-05  2.52313498E-07
  7209.12988  1.05829695E-05  2.39001253E-07
  7309.62109  1.02907643E-05  2.26385623E-07
  7411.51318  1.00067573E-05  2.14430472E-07
  7514.82617  9.73053284E-06  2.03101607E-07
  7619.57861  9.46196633E-06  1.9236677E-07
  7725.79102  9.20086404E-06  1.82196032E-07
  7833.48438  8.94699133E-06  1.7255887E-07
  7942.67969  8.70012082E-06  1.63427472E-07
  8053.396  8.46006878E-06  1.54778249E-07
  8165.65625  8.22674156E-06  1.46582479E-07
  8279.48047  7.99980535E-06  1.38816006E-07
  8394.89258  7.77915557E-06  1.31459956E-07
  8511.91211  7.56463487E-06  1.24489873E-07
  8630.56348  7.35604954E-06  1.17886771E-07
  8750.86914  7.15322676E-06  1.11633433E-07
  8872.85156  6.95603421E-06  1.0570988E-07
  8996.53418  6.76431819E-06  1.00097587E-07
  9121.94141  6.5778836E-06  9.47805461E-08
  9249.0957  6.39658947E-06  8.97452423E-08
  9378.02344  6.22033986E-06  8.49759729E-08
  9508.74805  6.04895968E-06  8.04593725E-08
  9641.29492  5.88230205E-06  7.61818484E-08
  9775.68848  5.72028921E-06  7.21292253E-08
  9911.95703  5.56273744E-06  6.82934527E-08
  10050.125  5.40952442E-06  6.46583516E-08
  10190.2178  5.26058875E-06  6.12157365E-08
  10332.2637  5.11574308E-06  5.79553401E-08
  10476.29  4.97490646E-06  5.48679999E-08
  10622.3232  4.83797976E-06  5.19445749E-08
  10770.3926  4.70482018E-06  4.91758385E-08
  10920.5264  4.57532587E-06  4.65541632E-08
  11072.7529  4.44942498E-06  4.40715162E-08
  11227.1006  4.32701245E-06  4.17204831E-08
  11383.6006  4.20797187E-06  3.94942532E-08
  11542.2822  4.09221911E-06  3.73865099E-08
  11703.1748  3.97966414E-06  3.53910643E-08
  11866.3105  3.87021009E-06  3.35016708E-08
  12031.7207  3.76378625E-06  3.17125348E-08
  12199.4365  3.66031168E-06  3.00189633E-08
  12369.4902  3.55968155E-06  2.84150996E-08
  12541.9141  3.46181832E-06  2.68969593E-08
  12716.7412  3.36665858E-06  2.54597126E-08
  12894.0059  3.27413181E-06  2.40991653E-08
  13073.7412  3.18416051E-06  2.28111681E-08
  13255.9824  3.09666325E-06  2.15916032E-08
  13440.7637  3.01158821E-06  2.04373709E-08
  13628.1211  2.92885011E-06  1.93444727E-08
  13818.0889  2.84840007E-06  1.83101516E-08
  14010.7061  2.77016329E-06  1.73309775E-08
  14206.0068  2.6940761E-06  1.64041456E-08
  14404.0312  2.62008894E-06  1.55268989E-08
  14604.8164  2.54815382E-06  1.46964787E-08
  14808.3994  2.47818048E-06  1.39107206E-08
  15014.8203  2.41014391E-06  1.31667335E-08
  15224.1182  2.34398863E-06  1.24621184E-08
  15436.335  2.2796512E-06  1.17952101E-08
  15651.5098  2.21708729E-06  1.11640182E-08
  15869.6816  2.15624254E-06  1.05666365E-08
  16090.8965  2.09706377E-06  1.00013198E-08
  16315.1953  2.03953073E-06  9.46635215E-09
  16542.6191  1.98357634E-06  8.95994123E-09
  16773.2148  1.92915672E-06  8.48071569E-09
  17007.0254  1.87623891E-06  8.02716027E-09
  17244.0938  1.82477629E-06  7.59794538E-09
  17484.4668  1.77472521E-06  7.19183202E-09
  17728.1914  1.72604962E-06  6.80754031E-09
  17975.3125  1.67871735E-06  6.44382681E-09
  18225.8789  1.63268317E-06  6.09970208E-09
  18479.9375  1.58792091E-06  5.7740257E-09
  18737.5371  1.54438669E-06  5.46584022E-09
  18998.7285  1.50204596E-06  5.17425436E-09
  19263.5605  1.46087029E-06  4.89835283E-09
  19532.084  1.42082865E-06  4.63730432E-09
  19804.3516  1.3818842E-06  4.39019843E-09
  20080.4141  1.3440075E-06  4.15544132E-09
  20360.3223  1.30717751E-06  3.93419253E-09
  20644.1348  1.27135672E-06  3.72498676E-09
  20931.9023  1.23651751E-06  3.52718321E-09
  21223.6816  1.20263712E-06  3.3401597E-09
  21519.5293  1.16968874E-06  3.1633165E-09
  21819.5  1.13764293E-06  2.99610647E-09
  22123.6523  1.10647534E-06  2.83797918E-09
  22432.0449  1.07616859E-06  2.68845213E-09
  22744.7324  1.04669232E-06  2.54706234E-09
  23061.7832  1.018023E-06  2.4133644E-09
  23383.252  9.90142553E-07  2.28693686E-09
  23709.2012  9.63026196E-07  2.16738294E-09
  24039.6953  9.36649997E-07  2.05432693E-09
  24374.7949  9.1100128E-07  1.94741423E-09
  24714.5664  8.8606032E-07  1.84630689E-09
  25059.0742  8.61797105E-07  1.75069681E-09
  25408.3848  8.38201856E-07  1.66026604E-09
  25762.5645  8.15257124E-07  1.57474123E-09
  26121.6797  7.92940455E-07  1.49385637E-09
  26485.8008  7.71233204E-07  1.41735468E-09
  26855.  7.50123661E-07  1.34500799E-09
  27229.3438  7.29591932E-07  1.2765734E-09
  27608.9062  7.09622213E-07  1.21184474E-09
  27993.7598  6.90199045E-07  1.15061538E-09
  28383.9766  6.71310488E-07  1.0926986E-09
  28779.6348  6.52940287E-07  1.03791065E-09
  29180.8066  6.35072865E-07  9.86082216E-10
  29587.5723  6.17692933E-07  9.37052547E-10
  30000.0059  6.00782073E-07  8.90665874E-10
